"id","title","authors","price","rating","link"
584,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
585,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
586,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
587,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
588,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
589,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
590,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
591,"Azure Storage, Streaming, and Batch Analytics","Richard L. Nuckolls","Not Available","No Rating","http://books.google.co.in/books?id=BF4BEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
592,"Quantitative Methods of Data Analysis for the Physical Sciences and Engineering","Douglas G. Martinson","Not Available","No Rating","http://books.google.co.in/books?id=5jdqDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
593,"Feature Engineering and Selection","Max Kuhn, Kjell Johnson","Not Available","No Rating","https://play.google.com/store/books/details?id=q5alDwAAQBAJ&source=gbs_api"
594,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
595,"Foundations of data engineering: concepts, principles and practices","Dr. RVS Praveen","Not Available","No Rating","https://play.google.com/store/books/details?id=rgwtEQAAQBAJ&source=gbs_api"
596,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
597,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
598,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
599,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
600,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
601,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
602,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
603,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
604,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
605,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
606,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
607,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
608,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
609,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
610,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
611,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
612,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
613,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
614,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
615,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
616,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
617,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
618,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
619,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
620,"Concise Metals Engineering Data Book","Joseph R. Davis","Not Available","No Rating","https://play.google.com/store/books/details?id=A_SS2k2EsJ0C&source=gbs_api"
621,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
622,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
623,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
624,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
625,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
626,"Azure Data Engineer Associate Certification Guide","Newton Alex","Not Available","No Rating","https://play.google.com/store/books/details?id=NCdcEAAAQBAJ&source=gbs_api"
627,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
628,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
629,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
630,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
631,"Concise Metals Engineering Data Book","Joseph R. Davis","Not Available","No Rating","https://play.google.com/store/books/details?id=A_SS2k2EsJ0C&source=gbs_api"
632,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
633,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
634,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
635,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
636,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
637,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
638,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
639,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
640,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
641,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
642,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
643,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
644,"Data Warehousing Design and Advanced Engineering Applications: Methods for Complex Construction","Bellatreche, Ladjel","Not Available","No Rating","https://play.google.com/store/books/details?id=IsbJEPfJX_0C&source=gbs_api"
645,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
646,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
647,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
648,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
649,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
650,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
651,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
652,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
653,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
654,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
655,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
656,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
657,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
658,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
659,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
660,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
661,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
662,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
663,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
664,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
665,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
666,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
667,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
668,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
669,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
670,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
671,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
672,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
673,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
674,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
675,"Azure Storage, Streaming, and Batch Analytics","Richard L. Nuckolls","Not Available","No Rating","http://books.google.co.in/books?id=BF4BEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
676,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
677,"Quantitative Methods of Data Analysis for the Physical Sciences and Engineering","Douglas G. Martinson","Not Available","No Rating","http://books.google.co.in/books?id=5jdqDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
678,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
679,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
680,"Feature Engineering and Selection","Max Kuhn, Kjell Johnson","Not Available","No Rating","https://play.google.com/store/books/details?id=q5alDwAAQBAJ&source=gbs_api"
681,"Azure Storage, Streaming, and Batch Analytics","Richard L. Nuckolls","Not Available","No Rating","http://books.google.co.in/books?id=BF4BEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
682,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
683,"Quantitative Methods of Data Analysis for the Physical Sciences and Engineering","Douglas G. Martinson","Not Available","No Rating","http://books.google.co.in/books?id=5jdqDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
684,"Foundations of data engineering: concepts, principles and practices","Dr. RVS Praveen","Not Available","No Rating","https://play.google.com/store/books/details?id=rgwtEQAAQBAJ&source=gbs_api"
685,"Feature Engineering and Selection","Max Kuhn, Kjell Johnson","Not Available","No Rating","https://play.google.com/store/books/details?id=q5alDwAAQBAJ&source=gbs_api"
686,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
687,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
688,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
689,"Foundations of data engineering: concepts, principles and practices","Dr. RVS Praveen","Not Available","No Rating","https://play.google.com/store/books/details?id=rgwtEQAAQBAJ&source=gbs_api"
690,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
691,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
692,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
693,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
694,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
695,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
696,"Mechanical Engineer's Data Handbook","J. Carvill","Not Available","No Rating","https://play.google.com/store/books/details?id=6-VdBgAAQBAJ&source=gbs_api"
697,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
698,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
699,"Web Scalability for Startup Engineers","Artur Ejsmont","Not Available","No Rating","https://play.google.com/store/books/details?id=rnnlCQAAQBAJ&source=gbs_api"
700,"Intelligent Data Engineering and Automated Learning – IDEAL 2018","Hujun Yin, David Camacho, Paulo Novais, Antonio J. Tallón-Ballesteros","Not Available","No Rating","https://play.google.com/store/books/details?id=YuN3DwAAQBAJ&source=gbs_api"
701,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
702,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
703,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
704,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
705,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
706,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
707,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
708,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
709,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
710,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
711,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
712,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
713,"Concise Metals Engineering Data Book","Joseph R. Davis","Not Available","No Rating","https://play.google.com/store/books/details?id=A_SS2k2EsJ0C&source=gbs_api"
714,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
715,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
716,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
717,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
718,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
719,"Data-Driven Engineering Design","Ang Liu, Yuchen Wang, Xingzhi Wang","Not Available","No Rating","https://play.google.com/store/books/details?id=glJHEAAAQBAJ&source=gbs_api"
720,"Data Engineering","Olaf Wolkenhauer","Not Available","5","https://play.google.com/store/books/details?id=0dPoREoo3bMC&source=gbs_api"
721,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
722,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
723,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
724,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
725,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
726,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
727,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
728,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
729,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
730,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
731,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
